parameter,metabolite,sample_idx,value,file
concentration,met_1,130,0.8610281073468293,trdata_141T_dt160us.mat
concentration,met_1,131,1.188845536935167,trdata_141T_dt160us.mat
concentration,met_1,132,1.0731024718681226,trdata_141T_dt160us.mat
concentration,met_1,133,0.9126718203388535,trdata_141T_dt160us.mat
concentration,met_1,134,0.595759976903851,trdata_141T_dt160us.mat
concentration,met_1,135,1.5826768821850608,trdata_141T_dt160us.mat
concentration,met_1,136,2.252986749577468,trdata_141T_dt160us.mat
concentration,met_1,137,1.4094500115034967,trdata_141T_dt160us.mat
concentration,met_1,138,1.9628668135340916,trdata_141T_dt160us.mat
concentration,met_1,139,1.6985962981277418,trdata_141T_dt160us.mat
concentration,met_1,140,0.9110086959158226,trdata_141T_dt160us.mat
concentration,met_1,141,1.7007414189217485,trdata_141T_dt160us.mat
concentration,met_1,142,1.844539460589016,trdata_141T_dt160us.mat
concentration,met_1,143,1.273252522102874,trdata_141T_dt160us.mat
concentration,met_1,144,0.7162400974040184,trdata_141T_dt160us.mat
concentration,met_1,145,0.8338592230828967,trdata_141T_dt160us.mat
concentration,met_1,146,0.5418146893875271,trdata_141T_dt160us.mat
concentration,met_1,147,1.4091430155367441,trdata_141T_dt160us.mat
concentration,met_1,148,1.338176915464912,trdata_141T_dt160us.mat
concentration,met_1,149,1.3692369146158176,trdata_141T_dt160us.mat
concentration,met_1,150,1.060214701276486,trdata_141T_dt160us.mat
concentration,met_1,151,0.7499520001186107,trdata_141T_dt160us.mat
concentration,met_1,152,1.655521637307541,trdata_141T_dt160us.mat
concentration,met_1,153,0.5357707883645219,trdata_141T_dt160us.mat
concentration,met_1,154,0.6460855680663423,trdata_141T_dt160us.mat
concentration,met_1,155,0.9778184032974631,trdata_141T_dt160us.mat
concentration,met_1,156,2.0414732575059515,trdata_141T_dt160us.mat
concentration,met_1,157,0.7373362178207219,trdata_141T_dt160us.mat
concentration,met_1,158,1.2843832195202245,trdata_141T_dt160us.mat
concentration,met_1,159,1.43478378506917,trdata_141T_dt160us.mat
concentration,met_1,160,1.2079178349717066,trdata_141T_dt160us.mat
concentration,met_1,161,0.8243301295174303,trdata_141T_dt160us.mat
concentration,met_1,162,1.4647418883245802,trdata_141T_dt160us.mat
concentration,met_1,163,1.6391797295574928,trdata_141T_dt160us.mat
concentration,met_1,164,1.6971875468639026,trdata_141T_dt160us.mat
concentration,met_1,165,0.8089823481115004,trdata_141T_dt160us.mat
concentration,met_1,166,1.1088368875021317,trdata_141T_dt160us.mat
concentration,met_1,167,1.5466583250736354,trdata_141T_dt160us.mat
concentration,met_1,168,1.3552958403050086,trdata_141T_dt160us.mat
concentration,met_1,169,1.101648116925154,trdata_141T_dt160us.mat
concentration,met_1,170,0.6667426172797243,trdata_141T_dt160us.mat
concentration,met_1,171,1.1670913918432209,trdata_141T_dt160us.mat
concentration,met_1,172,1.2929696660621601,trdata_141T_dt160us.mat
concentration,met_1,173,0.9793681122026944,trdata_141T_dt160us.mat
concentration,met_1,174,1.6033321935375353,trdata_141T_dt160us.mat
concentration,met_1,175,1.000905456601692,trdata_141T_dt160us.mat
concentration,met_1,176,1.251221997596684,trdata_141T_dt160us.mat
concentration,met_1,177,0.6147083188261199,trdata_141T_dt160us.mat
concentration,met_1,178,0.6892519985216974,trdata_141T_dt160us.mat
concentration,met_1,179,1.3911102531942043,trdata_141T_dt160us.mat
concentration,met_1,180,1.3984075933684506,trdata_141T_dt160us.mat
concentration,met_1,181,0.7520930462873741,trdata_141T_dt160us.mat
concentration,met_1,182,1.0126740043964546,trdata_141T_dt160us.mat
concentration,met_1,183,0.8312830518721379,trdata_141T_dt160us.mat
concentration,met_1,184,1.3780616485431958,trdata_141T_dt160us.mat
concentration,met_1,185,1.2870708451460755,trdata_141T_dt160us.mat
concentration,met_1,186,0.1912886390039803,trdata_141T_dt160us.mat
concentration,met_1,187,0.239949256239958,trdata_141T_dt160us.mat
concentration,met_1,188,1.122593132623687,trdata_141T_dt160us.mat
concentration,met_1,189,0.3654688656893986,trdata_141T_dt160us.mat
concentration,met_1,190,1.5788564314919942,trdata_141T_dt160us.mat
concentration,met_1,191,0.7307535145765653,trdata_141T_dt160us.mat
concentration,met_1,192,0.6722331762503675,trdata_141T_dt160us.mat
concentration,met_1,193,2.218312344070809,trdata_141T_dt160us.mat
concentration,met_1,194,1.2215107047582363,trdata_141T_dt160us.mat
concentration,met_1,195,1.371652204431041,trdata_141T_dt160us.mat
concentration,met_1,196,1.3385991678379805,trdata_141T_dt160us.mat
concentration,met_1,197,1.171431826366332,trdata_141T_dt160us.mat
concentration,met_1,198,1.4475860471556832,trdata_141T_dt160us.mat
concentration,met_1,199,0.8396794747792856,trdata_141T_dt160us.mat
concentration,met_1,200,1.2233775065803678,trdata_141T_dt160us.mat
concentration,met_1,201,1.2803817007308937,trdata_141T_dt160us.mat
concentration,met_1,202,0.8837412275369843,trdata_141T_dt160us.mat
concentration,met_1,203,0.9049777332399815,trdata_141T_dt160us.mat
concentration,met_1,204,0.6440704474667399,trdata_141T_dt160us.mat
concentration,met_1,205,1.7924847783505529,trdata_141T_dt160us.mat
concentration,met_1,206,1.661630755582056,trdata_141T_dt160us.mat
concentration,met_1,207,0.1097134675553928,trdata_141T_dt160us.mat
concentration,met_1,208,1.1033303667459662,trdata_141T_dt160us.mat
concentration,met_1,209,0.5596824499146994,trdata_141T_dt160us.mat
concentration,met_1,210,1.6728513482707865,trdata_141T_dt160us.mat
concentration,met_1,211,1.2268041247432488,trdata_141T_dt160us.mat
concentration,met_1,212,0.5950607804163472,trdata_141T_dt160us.mat
concentration,met_1,213,1.3604538168582294,trdata_141T_dt160us.mat
concentration,met_1,214,0.6914683873991563,trdata_141T_dt160us.mat
concentration,met_1,215,1.4787701913074909,trdata_141T_dt160us.mat
concentration,met_1,216,2.6019632678664486,trdata_141T_dt160us.mat
concentration,met_1,217,2.053332054595596,trdata_141T_dt160us.mat
concentration,met_1,218,1.348376965021923,trdata_141T_dt160us.mat
concentration,met_1,219,1.6894385987370488,trdata_141T_dt160us.mat
concentration,met_1,220,1.2065316707406148,trdata_141T_dt160us.mat
concentration,met_1,221,0.8521930112861893,trdata_141T_dt160us.mat
concentration,met_1,222,1.4589828216056202,trdata_141T_dt160us.mat
concentration,met_1,223,1.7448141472444272,trdata_141T_dt160us.mat
concentration,met_1,224,1.7883172620342958,trdata_141T_dt160us.mat
concentration,met_1,225,1.1336415462123666,trdata_141T_dt160us.mat
concentration,met_1,226,1.0621985625781367,trdata_141T_dt160us.mat
concentration,met_1,227,0.8283775211766329,trdata_141T_dt160us.mat
concentration,met_1,228,1.1194705819910276,trdata_141T_dt160us.mat
concentration,met_1,229,0.48395636655178553,trdata_141T_dt160us.mat
concentration,met_1,230,0.7362855316979691,trdata_141T_dt160us.mat
concentration,met_1,231,1.6596821439356932,trdata_141T_dt160us.mat
concentration,met_1,232,0.7135731698648076,trdata_141T_dt160us.mat
concentration,met_1,233,0.8730505043251264,trdata_141T_dt160us.mat
concentration,met_1,234,1.689375557882191,trdata_141T_dt160us.mat
concentration,met_1,235,0.8412570295034314,trdata_141T_dt160us.mat
concentration,met_1,236,0.8627847765254497,trdata_141T_dt160us.mat
concentration,met_1,237,0.2609873672097873,trdata_141T_dt160us.mat
concentration,met_1,238,0.8859653332560042,trdata_141T_dt160us.mat
concentration,met_1,239,0.8714566035127247,trdata_141T_dt160us.mat
concentration,met_1,240,0.0,trdata_141T_dt160us.mat
concentration,met_1,241,1.0213868649617552,trdata_141T_dt160us.mat
concentration,met_1,242,1.324761537275244,trdata_141T_dt160us.mat
concentration,met_1,243,1.555755666428678,trdata_141T_dt160us.mat
concentration,met_1,244,1.175229163254162,trdata_141T_dt160us.mat
concentration,met_1,245,1.4663071544009314,trdata_141T_dt160us.mat
concentration,met_1,246,1.3054754475819064,trdata_141T_dt160us.mat
concentration,met_1,247,1.450827447457999,trdata_141T_dt160us.mat
concentration,met_1,248,0.74541105424812,trdata_141T_dt160us.mat
concentration,met_1,249,1.1610833135048513,trdata_141T_dt160us.mat
concentration,met_1,250,1.580236153978033,trdata_141T_dt160us.mat
concentration,met_1,251,1.6010312612536985,trdata_141T_dt160us.mat
concentration,met_1,252,1.3254646691788436,trdata_141T_dt160us.mat
concentration,met_1,253,1.3800208884530414,trdata_141T_dt160us.mat
concentration,met_1,254,0.43205500803061114,trdata_141T_dt160us.mat
concentration,met_1,255,1.4349984352681364,trdata_141T_dt160us.mat
concentration,met_1,256,1.0212913075506824,trdata_141T_dt160us.mat
concentration,met_1,257,1.1920714593609638,trdata_141T_dt160us.mat
concentration,met_1,258,1.0860248482501658,trdata_141T_dt160us.mat
concentration,met_1,259,0.963353687280044,trdata_141T_dt160us.mat
concentration,met_1,260,1.6131557411690656,trdata_141T_dt160us.mat
concentration,met_1,261,0.9226284163456908,trdata_141T_dt160us.mat
concentration,met_1,262,1.4526745713580262,trdata_141T_dt160us.mat
concentration,met_1,263,0.5937726898861393,trdata_141T_dt160us.mat
concentration,met_1,264,0.5425511866635959,trdata_141T_dt160us.mat
concentration,met_1,265,1.2676147226815127,trdata_141T_dt160us.mat
concentration,met_1,266,1.2995864508756565,trdata_141T_dt160us.mat
concentration,met_1,267,2.17840507319666,trdata_141T_dt160us.mat
concentration,met_1,268,2.0204637737882187,trdata_141T_dt160us.mat
concentration,met_1,269,1.7282643168744853,trdata_141T_dt160us.mat
concentration,met_1,270,0.8930071462957896,trdata_141T_dt160us.mat
concentration,met_1,271,1.3179022153922417,trdata_141T_dt160us.mat
concentration,met_1,272,1.0266476288961979,trdata_141T_dt160us.mat
concentration,met_1,273,1.132074706184376,trdata_141T_dt160us.mat
concentration,met_1,274,1.4874938242017328,trdata_141T_dt160us.mat
concentration,met_1,275,0.23430104993630974,trdata_141T_dt160us.mat
concentration,met_1,276,1.4081424093861694,trdata_141T_dt160us.mat
concentration,met_1,277,0.7944448397819306,trdata_141T_dt160us.mat
concentration,met_1,278,0.892518648214095,trdata_141T_dt160us.mat
concentration,met_1,279,1.3731911740418805,trdata_141T_dt160us.mat
concentration,met_1,280,0.3088107060759847,trdata_141T_dt160us.mat
concentration,met_1,281,0.9292468846866513,trdata_141T_dt160us.mat
concentration,met_1,282,1.1055442169636562,trdata_141T_dt160us.mat
concentration,met_1,283,1.2089502794103049,trdata_141T_dt160us.mat
concentration,met_1,284,1.6856020266870344,trdata_141T_dt160us.mat
concentration,met_1,285,1.0532018491279,trdata_141T_dt160us.mat
concentration,met_1,286,1.26958848904951,trdata_141T_dt160us.mat
concentration,met_1,287,0.2556876429727243,trdata_141T_dt160us.mat
concentration,met_1,288,0.9667558274594396,trdata_141T_dt160us.mat
concentration,met_1,289,1.5471824875451643,trdata_141T_dt160us.mat
concentration,met_1,290,0.9086657042955448,trdata_141T_dt160us.mat
concentration,met_1,291,2.395271271720863,trdata_141T_dt160us.mat
concentration,met_1,292,1.1900562127359968,trdata_141T_dt160us.mat
concentration,met_1,293,0.5938855389037501,trdata_141T_dt160us.mat
concentration,met_1,294,2.1415122397376893,trdata_141T_dt160us.mat
concentration,met_1,295,0.6060930617071261,trdata_141T_dt160us.mat
concentration,met_1,296,1.4201032540141554,trdata_141T_dt160us.mat
concentration,met_1,297,1.5651457878846617,trdata_141T_dt160us.mat
concentration,met_1,298,0.9501974694123494,trdata_141T_dt160us.mat
concentration,met_1,299,1.3453753519757041,trdata_141T_dt160us.mat
concentration,met_1,300,0.8363362974487448,trdata_141T_dt160us.mat
concentration,met_1,301,1.0885148574165067,trdata_141T_dt160us.mat
concentration,met_1,302,1.5915531872268298,trdata_141T_dt160us.mat
concentration,met_1,303,1.1179725094334594,trdata_141T_dt160us.mat
concentration,met_1,304,0.5822763572718236,trdata_141T_dt160us.mat
concentration,met_1,305,1.2269813430359993,trdata_141T_dt160us.mat
concentration,met_1,306,1.58821728164522,trdata_141T_dt160us.mat
concentration,met_1,307,2.038801892651599,trdata_141T_dt160us.mat
concentration,met_1,308,0.9502043484288039,trdata_141T_dt160us.mat
concentration,met_1,309,1.4660073552689676,trdata_141T_dt160us.mat
concentration,met_1,310,2.1451551557133435,trdata_141T_dt160us.mat
concentration,met_1,311,0.6894935575886303,trdata_141T_dt160us.mat
concentration,met_1,312,1.2586169409556747,trdata_141T_dt160us.mat
concentration,met_1,313,0.6220769302669842,trdata_141T_dt160us.mat
concentration,met_1,314,1.830910809919299,trdata_141T_dt160us.mat
concentration,met_1,315,1.324173422210377,trdata_141T_dt160us.mat
concentration,met_1,316,1.2700988792941712,trdata_141T_dt160us.mat
concentration,met_1,317,1.1171772723603157,trdata_141T_dt160us.mat
concentration,met_1,318,0.9937440401611537,trdata_141T_dt160us.mat
concentration,met_1,319,1.852089559387815,trdata_141T_dt160us.mat
concentration,met_1,320,0.6404229086526398,trdata_141T_dt160us.mat
concentration,met_1,321,2.395945306727705,trdata_141T_dt160us.mat
concentration,met_1,322,1.4820309465705905,trdata_141T_dt160us.mat
concentration,met_1,323,1.1926094739791946,trdata_141T_dt160us.mat
concentration,met_1,324,1.029687026017696,trdata_141T_dt160us.mat
concentration,met_1,325,1.8159682149226182,trdata_141T_dt160us.mat
concentration,met_1,326,0.5745576782085137,trdata_141T_dt160us.mat
concentration,met_1,327,1.019826354082048,trdata_141T_dt160us.mat
concentration,met_1,328,1.5335022249350314,trdata_141T_dt160us.mat
concentration,met_1,329,0.6955394964237072,trdata_141T_dt160us.mat
concentration,met_1,330,0.7242239186880701,trdata_141T_dt160us.mat
concentration,met_1,331,0.3068601632499691,trdata_141T_dt160us.mat
concentration,met_1,332,1.207954233220806,trdata_141T_dt160us.mat
concentration,met_1,333,1.3505127187733217,trdata_141T_dt160us.mat
concentration,met_1,334,1.1288458137576716,trdata_141T_dt160us.mat
concentration,met_1,335,0.06335907750695946,trdata_141T_dt160us.mat
concentration,met_1,336,1.4411201259966435,trdata_141T_dt160us.mat
concentration,met_1,337,1.8163837793679247,trdata_141T_dt160us.mat
concentration,met_1,338,1.1085277950292578,trdata_141T_dt160us.mat
concentration,met_1,339,1.1917897453210264,trdata_141T_dt160us.mat
concentration,met_1,340,1.4955865012547873,trdata_141T_dt160us.mat
concentration,met_1,341,2.1180417471484274,trdata_141T_dt160us.mat
concentration,met_1,342,0.9912959601099556,trdata_141T_dt160us.mat
concentration,met_1,343,1.847706820297819,trdata_141T_dt160us.mat
concentration,met_1,344,1.4366293269879031,trdata_141T_dt160us.mat
concentration,met_1,345,0.960363429179947,trdata_141T_dt160us.mat
concentration,met_1,346,1.386370003365564,trdata_141T_dt160us.mat
concentration,met_1,347,1.2232299802419595,trdata_141T_dt160us.mat
concentration,met_1,348,1.6483999346563851,trdata_141T_dt160us.mat
concentration,met_1,349,0.5668011045885348,trdata_141T_dt160us.mat
concentration,met_1,350,1.6459855828950363,trdata_141T_dt160us.mat
concentration,met_1,351,0.855683234744147,trdata_141T_dt160us.mat
concentration,met_1,352,2.077451406726886,trdata_141T_dt160us.mat
concentration,met_1,353,1.3553059779545698,trdata_141T_dt160us.mat
concentration,met_1,354,0.057123952132225986,trdata_141T_dt160us.mat
concentration,met_1,355,1.7121100565189733,trdata_141T_dt160us.mat
concentration,met_1,356,0.26356764398706956,trdata_141T_dt160us.mat
concentration,met_1,357,1.7239092441611064,trdata_141T_dt160us.mat
concentration,met_1,358,1.7672924390291287,trdata_141T_dt160us.mat
concentration,met_1,359,2.190316033664556,trdata_141T_dt160us.mat
concentration,met_1,360,0.9579951744468929,trdata_141T_dt160us.mat
concentration,met_1,361,1.0855964636276623,trdata_141T_dt160us.mat
concentration,met_1,362,0.8693303171788695,trdata_141T_dt160us.mat
concentration,met_1,363,1.4285162908458369,trdata_141T_dt160us.mat
concentration,met_1,364,1.5469073156721076,trdata_141T_dt160us.mat
concentration,met_1,365,1.3697989203604397,trdata_141T_dt160us.mat
concentration,met_1,366,1.161789489160689,trdata_141T_dt160us.mat
concentration,met_1,367,1.8085822351132173,trdata_141T_dt160us.mat
concentration,met_1,368,0.7049797068452517,trdata_141T_dt160us.mat
concentration,met_1,369,0.5957309548020646,trdata_141T_dt160us.mat
concentration,met_1,370,1.818213092727027,trdata_141T_dt160us.mat
concentration,met_1,371,0.6637352993874784,trdata_141T_dt160us.mat
concentration,met_1,372,1.3663172421966974,trdata_141T_dt160us.mat
concentration,met_1,373,2.2484990761072816,trdata_141T_dt160us.mat
concentration,met_1,374,1.1864253647269034,trdata_141T_dt160us.mat
concentration,met_1,375,1.7094920435911347,trdata_141T_dt160us.mat
concentration,met_1,376,1.3005539180352994,trdata_141T_dt160us.mat
concentration,met_1,377,1.6738168337083938,trdata_141T_dt160us.mat
concentration,met_1,378,0.9760411966292577,trdata_141T_dt160us.mat
concentration,met_1,379,0.4410504777783434,trdata_141T_dt160us.mat
concentration,met_1,380,1.8541743724728206,trdata_141T_dt160us.mat
concentration,met_1,381,1.195872781727154,trdata_141T_dt160us.mat
concentration,met_1,382,2.012423752879487,trdata_141T_dt160us.mat
concentration,met_1,383,1.0745073424214595,trdata_141T_dt160us.mat
concentration,met_1,384,1.1073144070011276,trdata_141T_dt160us.mat
concentration,met_1,385,0.6122675002337297,trdata_141T_dt160us.mat
concentration,met_1,386,1.2587921101858632,trdata_141T_dt160us.mat
concentration,met_1,387,1.2609742678051334,trdata_141T_dt160us.mat
concentration,met_1,388,0.9383118429117676,trdata_141T_dt160us.mat
concentration,met_1,389,1.3176118968127877,trdata_141T_dt160us.mat
concentration,met_1,390,1.8868353833953035,trdata_141T_dt160us.mat
concentration,met_1,391,0.9054085083032972,trdata_141T_dt160us.mat
concentration,met_1,392,0.9663312284758955,trdata_141T_dt160us.mat
concentration,met_1,393,1.6220746597144333,trdata_141T_dt160us.mat
concentration,met_1,394,1.1543981345113812,trdata_141T_dt160us.mat
concentration,met_1,395,0.6306954456789349,trdata_141T_dt160us.mat
concentration,met_1,396,1.1746989123905576,trdata_141T_dt160us.mat
concentration,met_1,397,1.5724270389799597,trdata_141T_dt160us.mat
concentration,met_1,398,0.6965805495344112,trdata_141T_dt160us.mat
concentration,met_1,399,1.27929669598887,trdata_141T_dt160us.mat
concentration,met_1,400,0.8059500782188453,trdata_141T_dt160us.mat
concentration,met_1,401,0.6814072064235996,trdata_141T_dt160us.mat
concentration,met_1,402,0.5503794081043456,trdata_141T_dt160us.mat
concentration,met_1,403,0.54086259533323,trdata_141T_dt160us.mat
concentration,met_1,404,1.4156812009788973,trdata_141T_dt160us.mat
concentration,met_1,405,1.42390193534002,trdata_141T_dt160us.mat
concentration,met_1,406,1.3552806943501077,trdata_141T_dt160us.mat
concentration,met_1,407,0.725095255849433,trdata_141T_dt160us.mat
concentration,met_1,408,0.3197547321273019,trdata_141T_dt160us.mat
concentration,met_1,409,1.440561498919386,trdata_141T_dt160us.mat
concentration,met_1,410,1.1505211635269967,trdata_141T_dt160us.mat
concentration,met_1,411,1.2237221206114683,trdata_141T_dt160us.mat
concentration,met_1,412,1.0520847026523747,trdata_141T_dt160us.mat
